ID	TARGET	TEXT	STANCE	PREDICT	IS_CORRECT
2385	开放二胎	今天晚上带vivi去公园游玩，碰到一个非常热心，漂亮的小姐姐，她很帮我照顾vivi，带着vivi到处玩，很开心，姐姐抱上抱下，vivi还会主动对姐姐说：“谢谢姐姐.”  意识到现在开放二胎，独生子女真的很孤独。除了得到父母的疼爱，同时还收获了手足之情。  现在生	FAVOR	FAVOR	True
2388	开放二胎	老百姓看个病 通宵排队还不一定有 去个医院就推荐到私立医院做因为医保不能报200块钱替排队也算是解决了不少就业问题 有事没事排队大佬也可以来办个讲座还能有点灰色收入 就这样还开放二胎呢 那估计40年后我儿子给我排队得提前半个月 |北京·北京...	AGAINST	AGAINST	True
2389	开放二胎	#晚婚晚育假取消# 开放二胎导致取消晚婚晚育假，以后婚假只有3天，产假只有98天3天估计可以去仙女山度个蜜月，98天可能连一胎都不想生了哔了狗的政策，能不能换一代人坑？	AGAINST	AGAINST	True
2390	开放二胎	#王青冯建宇#  铜矿，搭肩，宇宇念词，爸比配图。。。然而我还是最喜欢最后一张爸爸我对不起你哈哈哈哈哈哈笑死我了PS ：8p是老王听到  二胎 的时候的一个表情更多精彩细节，请看原视频哦	FAVOR	FAVOR	True
2392	开放二胎	看妈妈是超人，看到梅婷带两娃的状态就想到自己，虽然我没她那么命好啥都不用做的，但的确状态是相同的！没有一定的经济能力，人力帮忙，生二胎的人简直是给自己埋了颗毒药.	AGAINST	FAVOR	False
2402	深圳禁摩限电	建议对快递员的三轮车进行规范管理，而不是一刀切的全禁掉。快递垮掉或者成本增加，经济势必会受到影响，最关键，对百姓生活影响太巨大了。建议多调研吧。 	AGAINST	AGAINST	True
2404	深圳禁摩限电	现今的热点用成语来形容最妥贴不过了，比如说深圳的禁摩限电……削足适履，更热的债转股……刻舟求剑，老先人先知先觉啊 我在#白银路# |兰州·白银...	AGAINST	AGAINST	True
2406	深圳禁摩限电	典型的懒政！穷人才用电动车！他们需要一个快捷便利低成本的交通工具，你可以去规范，你可以去加强管理，但是你这样做让别人底层的百姓更是愤怒你代表的政府！批准该行动的直管领导你肯定不是穷苦出身，体会不到那种生存味道！而且你的执政能力和你的位置不匹配！	AGAINST	AGAINST	True
2407	深圳禁摩限电	瞎折腾，瞎指挥，瞎了眼！	AGAINST	AGAINST	True
2409	深圳禁摩限电	电商和快递代表的新经济打破了传统以地产开发租赁的旧商业模式，也打破了之前的利益权利分配，中央政府借助新经济发展的契机，通过营改增等手段收回地方政府的财权和事权，地方政府也以禁摩等方式进行反抗，本质上是利益和权利之争。中央以地方的博弈，苦逼了快递哥！ 	NONE	AGAINST	False
2410	深圳禁摩限电	我看过不了几天就有人要将深圳告上法庭了//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGvKJp	AGAINST	AGAINST	True
2413	深圳禁摩限电	【电动自行车几乎全超标 电动车出行再次引关注】前段时间，在深圳等地进行的堪称史上最严的禁摩限电专项整治行动一直让不少依靠电动车出行的市民心生忌惮，而通过记者调查发现，目前我国市场上的所有电动车几乎全超 http://t.cn/RqJnTdC	NONE	AGAINST	False
2416	深圳禁摩限电	深圳，深圳；你禁摩限电的精神干嘛不转换外来务工就业，今年过了四分之一还有多少人找不到工作得不到生活保障！广东省相关政府你干嘛去了？有没有考虑与关注外来务工人员情况！到了公交与地铁农民最后一站如何解决？ |深圳·坪山...	AGAINST	AGAINST	True
2419	深圳禁摩限电	深圳禁摩限电，还不是某些领导的面子工程，他们代表的是一部份人的利益，只要给钱，扶持他们的反对派领导上位就可以了，政治是为经济服务的嘛。 	AGAINST	AGAINST	True
2420	深圳禁摩限电	今天下午19:00多开车梅华路上西往东行，KFC送外卖的电动车，从梅中路直接飚到中间车道。我紧急刹车abs抱死轮胎，后车差点追尾。我说那电动车你这么危险骑车不怕撞死你啊？他很嚣张的说你来啊，你来啊……有本事你撞死我啊！！！@深圳交警 @深圳交警机动训练大队 支持禁摩限电 |深圳·梅林...	FAVOR	FAVOR	True
2422	深圳禁摩限电	以后，有没有可能机动车上 驾驶电摩 等没有路权的车辆，驾驶者 当酒驾一样。拘留16天？@深圳交警 @广州交警	NONE	FAVOR	False
2427	深圳禁摩限电	深圳禁摩限电，说是为了民众安全，但电动车的死亡率多高？强行推出，是否违反了国家的立法法？深圳交警称电动车违章多禁止电动车那是找借口，过于牵强。9成以上的道路交通事故与汽车有关，汽车为何不禁行，制定这些政策的都是权贵，禁不禁和他们都没关系，谁让这些政府是为人民（币）服务呢？	AGAINST	AGAINST	True
2430	深圳禁摩限电	#我是歌手#一直以来都很关注，我喜欢美好的声音。这种美好一直都是由 @听果 带给我的，我正在用 @听果 收听 #锵锵三人行 深圳“禁摩限电”# 2016.4.7 嘉宾：许子东 马家辉 @康康去哪儿了	NONE	FAVOR	False
2433	深圳禁摩限电	抓人没收车都是表演给上头看的，真正有用的做法还是出个规定规范一下。最近我都不敢买东西了，主要是还没发工资。	AGAINST	AGAINST	True
2437	深圳禁摩限电	深圳禁摩限电的信心，估计来自外牌机动车市内限行那次——咋就这么顺利呢，像样的反抗都没有？不过和屌丝掰手腕的麻烦，比中产大多了。不过既然你们决心搞嘛，试试咯。	AGAINST	AGAINST	True
2438	深圳禁摩限电	西丽珠光路上这三岔路口的红绿灯坏掉了，公交车私车电摩行人过马路完全乱套了，瞅准空档就冲今天一个四五岁的孩子独自过马路，气球掉了又突然返回去捡，差点被公交撞上，把司机师傅和我们一众路边人吓得要死小苹果跳得好，可这些紧要问题还得速速解决才是啊！@深圳交警 |西丽	FAVOR	AGAINST	False
2445	深圳禁摩限电	#深圳禁摩限电#为什么要限电，一个油头电动车危险，汽车不危险吗？其实真正原因是为有钱人让路，贫民根本就不应该生活在城市里，现在城市里根本就没有非机动车道，即使有也是有名无实，非机动车道全部都被汽车做停车场了，我们的城市怎么了？难道四个轮子才能救国吗？贫民就应该扫地出城吗？请三思！	AGAINST	AGAINST	True
2446	深圳禁摩限电	這就是羅湖口岸區域，短短一段路，電摩電三輪逆行衝燈數起@深圳交警	FAVOR	AGAINST	False
2448	深圳禁摩限电	#限制了电动车，你如何出行# 面对国家的禁摩限电，作为社会基层小民，我们是选择努力抗争，还是改变自己顺应国家政策。每次改革都会牺牲一部分人的既得利益，我们要如何应对？	AGAINST	AGAINST	True
2451	深圳禁摩限电	#深圳禁摩限电#好事？规范电瓶车的违章行驶是最合理，要不出事儿太大了，人命关天	FAVOR	AGAINST	False
2452	深圳禁摩限电	#深圳禁摩限电# 针对摩托车和电动自行车交通违法，@深圳光明交警 今天将联合各部门开展行动，注意！下面四类情况一律拘留：1、对无证驾驶摩托车的，一律予以行政拘留。2、对利用电动自行车、电动三轮车兜客揽客实施非法营运的，一律以扰乱公共场所秩序予以行政拘留。3、对违规使用电动（机动）三轮	FAVOR	FAVOR	True
2459	深圳禁摩限电	#深圳禁摩限电#@深圳交警 只要大家认同了公权力可以肆意而为的权力，只要大家认同了为了所谓正确可以不择手段的做法，大家就得为自己成为这种权力的对象做好准备。而这种权力施加的对象，更多时候是弱者！	AGAINST	FAVOR	False
2465	深圳禁摩限电	【锐评:快递小哥的诗和远方】郑州板车送货引起围观,深圳禁摩限电又让快递小哥叫苦不堪。如何将摩托车、电动三轮车与汽车一样纳入城市交通管理,从来都是难题。然而,快递小哥不能横冲直撞,当自己是公路之王;对于城市管理与公共决策而言,政策也需对接社会的需求 |没了电三轮...	NONE	AGAINST	False
2466	深圳禁摩限电	【深圳禁摩限电快递企业现状：待交警下班后再收派】深圳“禁摩限电”后，有快递企业直言，因派件车辆不敢上路派送和接件，日接件量从8万件迅速下降到1万余件，另一些快递企业则表示，待交警下班后才收派快递。http://t.cn/RqLXVmf	AGAINST	FAVOR	False
2468	深圳禁摩限电	本来就应该禁，有些人就是觉得你弱你有理，逆道行驶，违规载客，要是遵守交通规则还好说，你能想像台湾人一样守规矩？政策有时候就是不应该被舆论影响	FAVOR	AGAINST	False
2469	深圳禁摩限电	买四轮被限，买两轮被禁，呵呵，普通人只能自行了断了 	AGAINST	AGAINST	True
2473	深圳禁摩限电	深圳再掀‘’禁摩限电‘’风暴：无疑这场风暴成为了深圳又一特色，城市建设发展布局没有前膽性，中心城市的拥堵，事故，犯罪突显，不是好好去诊治，却将病根推卸到电摩上，简单的做法就是不负责任。如果禁摩限电后依然出现道路拥堵，车祸事故，治案犯罪，电摩的罪状还会成立吗？ |成都·北泉...	AGAINST	AGAINST	True
2485	深圳禁摩限电	#深圳禁摩限电# 话说 为我逛商场找了个更好的借口	NONE	AGAINST	False
2494	深圳禁摩限电	说好的以人为本呢，有暴力执法才出现的暴力抗法，冤冤相报，循环往复，循环往复，循环往复。 	AGAINST	AGAINST	True
2495	深圳禁摩限电	广州的也给全部禁了吧，特别是摩托车，容易出事！	FAVOR	FAVOR	True
2498	深圳禁摩限电	深圳禁摩限电，官府说:1.没有专门给电动车设计的道路。以前还不允许生二胎呢。2.电动车事故多。按官府数据，深圳交通事故死亡率电动车只占10%，另外90%造成交通事故死亡的原因解决了？3.投诉多。全国雾霾还人人骂呢，咋没见人管。民众支持理由主要是电动车不遵守交规。这有坏人是不是把人都抓起来？	AGAINST	AGAINST	True
2499	深圳禁摩限电	以禁代管，以罚代管。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED	AGAINST	AGAINST	True
2500	深圳禁摩限电	#深圳禁摩限电#摩托车电动车在路上跑确实很不安全，机动车直行他们我的直行，机动车待转他们也待转，这样算是好的，有的根本不等红绿灯还拿他没办法，如果有什么事还是机动车和非机动车发生的事故，机动车全责，而大部分事故是非机动车引起的。	FAVOR	FAVOR	True
2504	深圳禁摩限电	人不能因为老是摔倒就不走路，出事故，增加人员，加强疏导就行。为什么要严禁的这么重！说好听了是一劳永逸，其实这不就是因为那样更加费时费力吗！中国式怠惰。 	AGAINST	AGAINST	True
2505	深圳禁摩限电	猪养肥再宰，事搞大再抓。比如禁摩限电，卖一千辆一万辆不管，卖到十万辆，一句话通通没收。有些维权，找基层不给解决，找上级不予理睬，直到群体事件。骗局始于XX，XX源于制度。保增长是为就业率，全民创业也为就业率，只要能赚钱放任搞活，底线是不发生系统风险。管它黑猫白猫。 |P2P你知道...	AGAINST	AGAINST	True
2506	深圳禁摩限电	【媒体：深圳禁摩限电要多些情与法平衡】深圳这次整治超标电动车，按理说，“超标”意味着违规，治理本该广受认同，但从其舆情反响看，这急遽冲击民众真实生活和快递业，以至于执法中引发某些冲突，这跟数字昭示的显著治理效果形成了不小“温差”。http://t.cn/RqywSwa	NONE	AGAINST	False
2513	深圳禁摩限电	#城市连线#【深圳回应禁摩限电，城市管理岂能“因噎废食”】近日，深圳市“禁摩限电”行动引起社会各界广泛关注。诚然，很多电动车骑行者，确实胆大妄为，红灯随意闯，道路随意选，给很多开车的司机制造了不小的麻烦，“但问题出在人身上，为什么要把板子打在摩的电动车上呢”？	NONE	AGAINST	False
2517	深圳禁摩限电	深圳电动车都限。摩托车更别想//新浪网友:过段时间限电摩//【深圳回应出台汽车限购令】 http://t.cn/RZ2o5rx	FAVOR	FAVOR	True
2518	深圳禁摩限电	#深圳禁摩限电# 在地铁站，@深圳宝安交警 坚决查处非法拉客的电动车！	FAVOR	FAVOR	True
2528	深圳禁摩限电	#深圳禁摩限电#小老百姓买不起汽车，买汽车你又限号，你们准卖不准用，是个什么道理，政府执行这些政策都没有问过市民意见，一刀切不顾百姓死活，专制的政府就是牛逼，惹不起	AGAINST	AGAINST	True
2530	深圳禁摩限电	#深圳“禁摩限电”# 4月11日晚，@深圳宝安交警 新安中队在灵芝地铁站出口开展禁摩限电行动，严查非法营运电动电动车。10人因涉嫌聚众扰乱社会秩序被依法拘留。	NONE	FAVOR	False
2533	深圳禁摩限电	#深圳“禁摩限电”# 目前，@坪山交警 正在行动，组织警力在各个复杂路段严查摩托车和电动自行车交通违法。	FAVOR	FAVOR	True
2536	深圳禁摩限电	用纳税人的钱激励不便于纳税人的事，这逻辑有点乱，我要好好捋一捋	AGAINST	AGAINST	True
2538	深圳禁摩限电	从深圳禁电禁摩看，公权是多么猖狂，真不把下层百姓放在眼里。	AGAINST	AGAINST	True
2541	深圳禁摩限电	请问我开小电摩从深圳到广州的话，要带多少个充电宝	NONE	FAVOR	False
2548	深圳禁摩限电	#部分路段禁电动二轮车# 禁摩限电，呵呵，这是要断了底层人民的腿啊！送快递，送外卖，没钱买车的买摩托车送孩子上下学都不行了…呵呵，政府真牛！政府官员不为人民服务要他们做什么？我只想说：gov，呵呵 |洛阳·大学...	AGAINST	AGAINST	True
2549	深圳禁摩限电	#深圳禁摩限电#我跟你讨论为什么剥夺普通人使用电单车的权利，你却跟我谈有的企业能对这件事做得很好。就像 无论你怎么学习都很渣，偏偏有个人告诉你别人都能上清华，你为什么不行，你他妈的为什么不行。 |上海	AGAINST	FAVOR	False
2551	深圳禁摩限电	讲真，现在所谓的新媒体素质真他妈低(此处必用脏话)。报道简直和扯淡的一样。从@环球时报 @人民日报 @Vista看天下 都一个样。来看看，春晚够烂的，人民日报连续两周天天点赞。说要拆围墙的时候，呵呵人民日报的劲去哪了？到了深圳禁摩限电一个个逮着机会了带领着中国网民们煽风点火。	FAVOR	AGAINST	False
2553	深圳禁摩限电	【禁摩限电没有说出的半句话：把穷人从城市里清理出去 - 产业人网】封杀电动车，原因不是电动车已经成为城市交通的毒瘤，而是城市规划和交通治理的失败需要一个替罪羔羊，电动车就是这只被拎出的羊。这只羊之所以会任人宰割，究其根本，是因为羊的主人和羊一样的孱弱。 http://t.cn/Rqqy5dl	AGAINST	AGAINST	True
2554	深圳禁摩限电	腾讯微博，你天天删也不嫌累，分享别家的微博你也删，就你的微博姓党？别家的微博姓民？就你特别，你不如把微博关掉，你们的做法就像深圳的禁摩限电，留下了光辉的历史。	AGAINST	AGAINST	True
2561	深圳禁摩限电	看到知乎有人讨论深圳禁摩限电，想起大学的时候在课堂上讨论过这个问题。当时老师让人站队，然后问反方的朋友，为什么要反对禁摩？我当时是懵逼的。把我东西抢走了还问为啥要不能抢呢，在你国生存还得琢磨这些问题真的很累啊。	AGAINST	AGAINST	True
2563	深圳禁摩限电	这些图应该很有纪念意义。2016年，深圳禁摩限电运动，在深圳南头立交桥下的“电单车坟场”。百姓的财产真心不是钱啊！ http://t.cn/RqJ9jXh	AGAINST	NONE	False
2564	深圳禁摩限电	#深圳禁摩限电#深圳的政策没有多大的问题，限电是规范化管理，减少数量，并非全部淘汰，引来的批评声，只是在关注某批特定人群，没有从深圳全局来考虑，真要讨论，深圳也不是牺牲品，而是全国，禁摩是否对的？在公交地铁发达的城市，禁摩应该是要实施的	FAVOR	AGAINST	False
2565	深圳禁摩限电	主题执法日迟迟不来，笋岗片区多了好几部崭新的三轮。	FAVOR	AGAINST	False
2568	深圳禁摩限电	从长远看，深圳禁摩限电也许没有错。但短时间内一棍子打死，未免太绝情了！	AGAINST	AGAINST	True
2570	深圳禁摩限电	管理城市和国家的人，在没有解决市民需要的前提下，没有规划的打压。就是粗暴野蛮。#凤凰视频客户端视频推荐#04.07 深圳“禁摩限电”引发社会舆论关注|2016-04-07... (分享自@凤凰视频客户端)	AGAINST	AGAINST	True
2571	深圳禁摩限电	然并卵青岛禁摩多少年了，路上依然挺多	NONE	FAVOR	False
2577	深圳禁摩限电	请问深圳，如果每一部电摩有一张选票，你们敢禁摩么？请问某组织，如果每一个网民有一张选票，你们敢禁网么？	AGAINST	AGAINST	True
2586	深圳禁摩限电	深圳禁摩限电力度不小，有人在问如何兼顾出行方便？初听，还真是个问题。细想，觉得是个假问题。禁摩限电是针对违法违规行为，如禁止无证驾驶摩托车等。出行方便是建立在违法之上，那要法律干嘛呀。	FAVOR	AGAINST	False
2591	深圳禁摩限电	电摩被深圳警方限制，很好，我举双手赞成。深圳警方在没收电摩时，可以跟随一辆电摩自动粉碎机，所有电摩被放进去后，这头进去，那边出来的就是颗粒状物质，此物质大小均匀，油光发亮，直接洒进麦田，可让庄稼长势良好。此举，既拓宽了城市道路，又肥沃了麦田，利国利民的好事呀，深圳警方蛮拼的，点赞	NONE	FAVOR	False
2596	深圳禁摩限电	鲁迅先生曾经说过：我向来不惮以最坏的恶意来揣测中国人（大意）。于是我也揣测那些强势“禁摩限电”、“禁摩禁电”的人民饲政府：莫非因为“加强管理”并不能给现任政府带来任何有效的政绩，更不能给交管部门带来现实的利益，所以就一禁了之？受了当年“洁尔阴”广告的启发：难言之隐，一洗了之？	AGAINST	AGAINST	True
2600	深圳禁摩限电	支持！限摩限电是深圳很多年前就有的政策了 最近那些摩托车又冒出来 你守规矩就算了 但是管你红灯绿灯逆行不逆行的往前冲 实在太不安全了 走路也怕他们坐车上也怕他们 对实在有需要的行业设定相关的法规就好了……	FAVOR	AGAINST	False
2601	深圳禁摩限电	禁摩限电，它们拦抓别人的爱车，卖了再买，开着6万元的车，它们的口号是抓车卖钱，用钱买车。只许自己点灯，不许别人点火。	AGAINST	AGAINST	True
2604	深圳禁摩限电	深圳的政策没有多大的问题，限电是规范化管理，减少数量，并非全部淘汰，引来的批评声，只是在关注某批特定人群，没有从深圳全局来考虑，真要讨论，深圳也不是牺牲品，而是全国，禁摩是否对的？在公交地铁发达的城市，禁摩应该是要实施的 	FAVOR	AGAINST	False
2606	深圳禁摩限电	【一周图片精选【第328期】2016.4.2-4.8】这一周，希腊当局遣返大批难民，巴基斯坦白沙瓦发生洪灾，印度遭遇高温天气，日本全面进入樱花季，中国民众迎来清明小长假，深圳实施史上最严“禁摩限电”令，北京和颐酒店发生女生遭劫持事件。【不相信有两万六千名学员】 http://t.cn/Rqt1NWI	NONE	AGAINST	False
2608	深圳禁摩限电	#深圳禁摩限电# 持续进行中	NONE	AGAINST	False
2609	深圳禁摩限电	禁摩限电 不是很好嘛，干吗反对。 	FAVOR	AGAINST	False
2612	深圳禁摩限电	电动车泛滥的上梅林地铁站有人管么？ 	FAVOR	FAVOR	True
2613	深圳禁摩限电	深圳曾经是改革开放的窗口，今天在新经济形势下又来到一个新窗口，我们希望深圳能够再次贡献改革的智慧，为电动自行车的未来探出一条明路。『媒体:深圳禁摩限电有法律依据吗_手机新浪网』http://t.cn/RqLdlag	NONE	AGAINST	False
2615	深圳禁摩限电	#深圳禁摩限电# 不知道规范只知道限制,这就是治理水平,因官员大量腐败,所以要公开官员财产,口号喊了多少年也没动静,还是对付百姓的政策出台的快啊	AGAINST	AGAINST	True
2623	深圳禁摩限电	【深圳禁摩限电对准餐饮业:只可自行车送外卖】深圳“禁摩限电”目前已经进入第三周。昨日，执法行动查扣了非法营运三轮车、摩托车、电动自行车共计1001辆，拘留无证78人。外卖行业的超标电动车，也被列入执法对象范围内。民警表示，外卖行业多为短途运送，需使用自行车遵规行驶。http://t.cn/RqbF3gA	FAVOR	AGAINST	False
2628	深圳禁摩限电	呵呵，典型的你弱你有理，城市本来就是要禁摩，逆道行驶，违规载客，什么玩意 	FAVOR	AGAINST	False
2629	深圳禁摩限电	@深圳坪山交警 @深圳交警 #深圳禁摩限电#深圳禁摩限电还在进行吗？@深圳坪山交警 看到了吗？ |深圳·坪山...	FAVOR	FAVOR	True
2633	深圳禁摩限电	深圳市和广州市的禁摩限电简直是卑鄙无耻！什么治堵，管治安。他们眼瞎，如果这些开电动车的，有1/3全换成破面包，难道路就不塞了吗？ 现在面包车抢劫偷窃的事件多得很，是不是要限制面包车啊？ 以禁代管，卑鄙无耻，无视底层百姓，无视民生！ 	AGAINST	AGAINST	True
2634	深圳禁摩限电	对深圳禁摩限电一事，骂声一片。政策出台的太草率了，给老百姓带来了诸多的不便。	AGAINST	AGAINST	True
2639	深圳禁摩限电	【快递专用电动三轮车或实行国家强制标准】深圳“禁摩限电”波及快递业后，国家标准的《快递专用电动三轮车技术要求》目前正对外征求意见，意见稿不但对快递专用电动三轮车的车高、车长等做了规范，而且对车速、启动和载重做了限制。http://t.cn/RqMk0vU	NONE	NONE	True
2644	深圳禁摩限电	禁摩限电 ！ 生活来之不易，哪个生活富裕点的会开着电车搭着一家大小跑 ？	AGAINST	AGAINST	True
2646	深圳禁摩限电	深圳禁摩限电再一次颠覆我的价值观，我无法面对以后的工作！	AGAINST	AGAINST	True
2649	深圳禁摩限电	#深圳禁摩限电# 对快递业、邮政什么的，可网开一面，根据企业纳税额度核发摩托车用于业务，再严格管理就是，毕竟快递业算是现代物流业里面的基础建设，公共事业的性质还是有一点的，他的存在减少了许多外出购物的车辆出行，也算是贡献吧。	FAVOR	AGAINST	False
2650	深圳禁摩限电	近日，深圳“禁摩限电”整治行动引发热议。有人对此义愤填膺，有人却拍手称快。争论归根结底，是如何兼顾城市交通安全与市民需求、快递员生计的问题。治理摩托车和电动车是“民生”，一禁了之同样损害 “民生”。治理并非简单的“是非题”，考虑“怎么管”更合理，才能保障百姓利益。	NONE	AGAINST	False
2652	深圳禁摩限电	每次看到电动车乱闯红灯，乱变道，逆行都捏把汗，早就该整治了！！107国道估计每天都要撞飞几个违规的电动车！！至于快递行业等特殊行业，也是要多给配额，不过也要多监管！	FAVOR	AGAINST	False
2653	深圳禁摩限电	#深圳“禁摩限电”#4月12日，@深圳宝安交警 西乡中队组织警力，继续在固戍地铁站出口、三围公交站开展禁摩限电整治行动，严查非法营运电动车。对利用电动自行车、电动三轮车兜客揽客实施非法营运的，一律以扰乱公共场所秩序予以行政拘留。目前，已查扣非法营运电动车11台，11人因涉嫌扰乱公共场所秩序	FAVOR	FAVOR	True
2654	深圳禁摩限电	马路上，经常可以看到电摩的肆意乱传，就像广场舞大妈不管别人感受尽情高音跳舞，但这不是深圳官方可以横蛮禁止电摩的理由，骑电摩者那么随意与那么多贪腐官员现象具有同根文化，你们为何就没有禁止官员职业？横蛮进电摩，诱发了我们中国的诡异哲学根基：我们与世界的关系、人与人的关系是混乱不堪的	AGAINST	FAVOR	False
2655	深圳禁摩限电	#深圳禁摩限电# 头顶每天都有飞机飞过 他们方便了舒服了 尾气却污染了我们 你们这个能管管吗 可以禁止吗 其实环保是个不错的理由...	AGAINST	AGAINST	True
2657	深圳禁摩限电	周三愿意跟我一块儿去参加凤凰卫视关于禁摩限电节目制作的小伙伴请按此格式报名，报名成功后一起约！我骑车去，由于地点不熟，我打算下午三点出发	NONE	FAVOR	False
2660	深圳禁摩限电	深圳联合展开“禁摩限电”整治 1942辆电动车被扣 - 深窗网魅力深圳提供深圳联合展开“禁摩限电”整治 1942辆电动车被扣有关的信息,昨天深圳全是联合开展“禁摩限电”统一整治行动，截至昨日15时，行动共查扣电动自行车1942辆、两轮摩托车139辆、三轮车199辆，拘留无... http://t.cn/Rqpai3G	FAVOR	AGAINST	False
2664	深圳禁摩限电	深圳禁摩限电，央视记者通过暗访发现有人在各大网站公然兜售被扣的电动车。这算不算铁证呢？抢劫来的电动车重复销售无本万利，天下还真有这么好的买卖.从头到尾这么捋一遍，这就完全符合流氓强盗的逻辑了.	AGAINST	NONE	False
2666	深圳禁摩限电	<再临虎门> 南北驱弛步履匆， 虎门就职再落空。 抢劫偷盗难防范， 禁摩限电没变样。 每月上班二八天， 劳动法规没人管。 纵有高薪不敢往， 权且留影自欣赏。	AGAINST	AGAINST	True
2669	深圳禁摩限电	看着深圳禁电摩，北京禁电摩上长安街等，感觉政府有点晕同时有点疯。国家你们管，用人管！你们让一线的执法机关人员累死啊？无法可依……卖你们让卖……用制度管理不成吗？电动车学驾照，上牌照，记录违章，按机动车处罚！请问政府，你丢20元心疼吗？所以你们的罚款就是硫化氢，有味儿没用	AGAINST	AGAINST	True
2670	深圳禁摩限电	【深圳禁摩限电首日拘两百多人】为什么要骑电动车呢？因为你穷而且弱小，为什么要抓骑电动车的市民呢？因为你又穷又弱小，警l察l叔l叔就喜欢欺负这种人。深l挖l坑，广l积l仇，人l民的合l法l财l产说收就收了，zf会赔钱吗？不让骑为何还让生产？	AGAINST	AGAINST	True
2672	深圳禁摩限电	北京已经清完地下室了，大家就没想过吗？只想在北上广讨生活，没想过自己的目标和发展，//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED	AGAINST	AGAINST	True
2674	深圳禁摩限电	#新闻早餐# 【本地新闻】交管部门：南京不会禁摩限电，但将继续严格监管。	NONE	AGAINST	False
2682	深圳禁摩限电	机车什么鬼？！深圳禁摩限电了！ |深圳·K歌王...	NONE	AGAINST	False
2683	深圳禁摩限电	#深圳禁摩限电#今天的坪洲地铁口及固戍地铁口@深圳交警	FAVOR	FAVOR	True
2685	深圳禁摩限电	开电车不是中国人，拉客也要付出才有钱收，如果拉客中出现个别被抢被欺骗的事发生那时你们民警的事，试问没有这种车你就天下太平？？罚了中国人民的钱...//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED	AGAINST	AGAINST	True
2688	深圳禁摩限电	@深圳交警 ：我们查扣的车辆主要是严重超标的电动自行车、没法上牌的、非法改装拼装的电动三轮车。这些车辆哪怕在今后没有电动车禁行的道路上也会被查扣。这和禁行是两个概念。今晚，深圳交警局局长支队长徐炜连线央视新闻1+1，就“禁摩限电”相关问题与白岩松进行交流。有理有据，赞一个	AGAINST	AGAINST	True
2693	深圳禁摩限电	#深圳禁摩限电# 为了您的安全，切莫帮衬非法营运车辆！@深圳交警 @深圳侨报	FAVOR	FAVOR	True
2694	深圳禁摩限电	支持禁摩限电！快递业使用电动车也应依法依规，有序管理，没有例外。	FAVOR	FAVOR	True
2699	深圳禁摩限电	我给领导们一点建议：一、我建议厅级以上高干必须通过司法考试，因为不懂法就当父母官会导致做出错误的决策，例如：深圳禁摩限电明显违法《宪法》；二、建议科级以上干部必须司法考试分数在330以上，不学法如何领导地方政府；三、建议国家对于违反法律规定的地方政策、部门规章等进行废除；四、建	AGAINST	AGAINST	True
2700	深圳禁摩限电	上周末，在课上和学生们讨论深圳“禁摩限电”引发的关于交通管理尤其是路权的问题，今天恰巧又看到我市交管部门透过媒体向市民征求改进交管的意见。还是那句话，民主的权利若不行使就永远只能是一张纸。	NONE	AGAINST	False
2708	深圳禁摩限电	#深圳禁摩限电#发展过程的矛盾：特大城市人口密度之大，承载压力大，根本应是曲域发展失衡，资源集中…城市建设应区域化，去功能化(多个中心)…人口素质要不断提高！ |上海·张江	NONE	AGAINST	False
2718	深圳禁摩限电	一种交通工具的使用安全性是否应该和他的使用频率相挂钩，你天天吃苹果免不了会碰上有虫子，你一年吃一次西瓜还可能遇上个不熟的呢这种高危率的计算实在让人难以信服！再者而言，如果骑摩的购车了道路交通拥堵怎么解决	AGAINST	AGAINST	True
2719	深圳禁摩限电	#深圳禁摩限电# 针对松岗辖区非法营运三轮车较多的问题，松岗交警重拳出击，今年至目前为止共查扣非法营运三轮车944辆，接下来还将继续对星港城、松岗汽车站等三轮车聚集场所重点进行整治。@深圳交警 @宝安日报 @晶报 @奥一网	FAVOR	AGAINST	False
2720	深圳禁摩限电	现在的领导能设身处地的为平民著想的有几人？作为政府官员能力其次，重要的是德。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED	AGAINST	AGAINST	True
2722	深圳禁摩限电	小区里停了10辆电动车，有关部门在禁摩限电的同时，最好还是好好思考一下，如何规范这些大型电动车发展。	NONE	AGAINST	False
2724	深圳禁摩限电	 人为刀俎 我为鱼肉！！ 	AGAINST	AGAINST	True
2726	深圳禁摩限电	#热点快评#电动车治理是系统工程。病根在国家非机动车标准早已脱离现实，马路上跑的电动车有多少是20码以下的；其次是交通法规修订滞后，现行法规对交通事故中的电动车几乎没什么处罚措施。地方政府出手治理，是末端治理。苦的是交警，加剧的是公众与政府的对立。『媒体:深圳禁摩限电有法律依据吗_手机	FAVOR	AGAINST	False
